generation,best_fitness,mean_fitness,min_fitness
0,347.76666666666665,7.230222222222222,0.0
1,275.93333333333334,5.596888888888889,0.0
2,1443.2333333333333,17.59,0.0
3,404.5,10.812,0.0
4,732.6,17.485555555555553,0.0
5,404.2333333333333,13.570222222222222,0.0
6,1033.5,31.288,0.0
7,765.4666666666667,21.380888888888887,0.0
8,854.3000000000001,28.996888888888886,0.0
9,1725.8666666666668,37.57577777777778,0.0
10,990.4666666666667,33.614222222222224,0.0
11,2198.0,40.978222222222215,0.0
12,2686.1,47.208444444444446,0.0
13,1853.6666666666667,53.64066666666666,0.0
14,2810.6,69.80733333333332,0.0
15,2172.733333333333,60.7128888888889,0.0
16,1321.9666666666667,39.53511111111111,0.0
17,1645.9666666666665,42.73311111111111,0.0
18,1492.9333333333334,65.54688888888889,0.0
19,1813.3333333333333,51.441111111111105,0.0
20,2275.1,55.593333333333334,0.0
21,1617.2,64.89022222222222,0.0
22,2023.4666666666665,55.65955555555556,0.0
23,3349.3333333333335,68.88333333333334,0.0
24,1523.5666666666666,56.332222222222214,0.0
25,3006.6666666666665,68.72733333333332,0.0
26,1345.6666666666667,59.636222222222216,0.0
27,2767.7333333333336,90.00266666666667,0.0
28,1937.5,87.76422222222223,0.0
29,2589.3333333333335,136.8057777777778,0.0
30,1985.6333333333332,94.37133333333334,0.0
31,2792.5,94.11355555555555,0.0
32,3149.633333333333,119.81244444444444,0.0
33,2561.4333333333334,96.47177777777777,0.0
34,1283.8,100.57911111111112,0.0
35,3844.6666666666665,126.52088888888888,0.0
36,2009.5333333333335,136.03733333333332,0.0
37,2384.7999999999997,131.74066666666667,0.0
38,2413.633333333333,147.30644444444445,0.0
39,3878.6666666666665,248.45488888888892,0.0
40,1645.3333333333333,128.38555555555556,0.0
41,2791.3333333333335,154.44666666666666,0.0
42,3387.3333333333335,276.8493333333334,0.0
43,2831.3333333333335,279.37933333333336,0.0
44,3520.0,227.21955555555556,0.0
45,2400.0666666666666,256.89977777777784,0.0
46,3165.3333333333335,273.13688888888896,0.0
47,3500.0,307.4697777777778,0.0
48,3269.3333333333335,314.87066666666664,0.0
49,1653.4333333333334,261.922,0.0
50,3414.0,359.13466666666665,0.0
51,2214.6666666666665,399.562,0.0
52,1952.6000000000001,294.0988888888889,0.0
53,2400.5,331.33577777777776,0.0
54,3029.3333333333335,434.1068888888889,0.0
55,2840.0,388.8944444444444,0.0
56,3440.0,548.996888888889,0.0
57,3792.6666666666665,486.24466666666666,0.0
58,2959.433333333333,511.7846666666666,0.0
59,2688.0,587.1731111111111,0.0
60,2671.3333333333335,520.6375555555555,0.0
61,2546.0,565.1262222222222,0.0
62,2783.7666666666664,664.2917777777777,0.0
63,3252.6666666666665,747.0417777777777,0.0
64,3453.2999999999997,595.1424444444444,0.0
65,2686.5333333333333,527.1437777777778,0.0
66,3477.3333333333335,646.2875555555555,0.0
67,2688.6666666666665,663.5935555555556,0.0
68,3872.6666666666665,742.0726666666666,0.0
69,3977.3333333333335,752.2551111111111,0.0
70,4619.333333333333,732.9586666666665,0.0
71,3640.0,692.3715555555556,0.0
72,3838.6666666666665,689.1846666666668,0.0
73,4736.666666666667,740.1415555555556,0.0
74,4366.266666666666,793.3413333333334,0.0
75,5407.333333333333,824.906,0.0
76,3861.3333333333335,894.3502222222223,0.0
