generation,best_fitness,mean_fitness,min_fitness
0,67.16666666666667,9.438444444444446,0.5
1,235.16666666666666,13.426666666666666,0.5
2,269.3,13.667333333333334,0.5
3,246.76666666666665,18.92844444444444,0.5
4,673.0666666666666,25.21066666666667,0.5
5,605.3666666666667,23.499777777777776,0.5
6,954.3000000000001,26.12177777777778,0.5
7,338.43333333333334,24.63711111111111,0.5
8,445.3333333333333,25.72844444444444,0.5
9,411.26666666666665,29.79866666666667,0.5
10,750.5,37.49311111111111,0.5
11,440.5666666666666,29.84644444444444,0.5
12,1147.8999999999999,37.525777777777776,0.5
13,778.1333333333332,34.624,0.5
14,711.0333333333333,30.921777777777777,0.5
15,950.9,36.08533333333333,0.5
16,640.1333333333333,37.650666666666666,0.5
17,570.6666666666666,38.09377777777778,0.5
18,774.5333333333333,39.858,0.5
19,475.1000000000001,40.336,0.5
20,678.1666666666666,36.49133333333333,0.5
21,473.76666666666665,30.47288888888889,0.5
22,1218.9333333333334,47.989333333333335,0.5
23,911.3000000000001,43.27466666666667,0.5
24,1283.1000000000001,52.9508888888889,0.5
25,1146.6333333333334,53.94733333333333,0.5
26,779.3000000000001,52.599111111111114,0.5
27,1152.5,50.97822222222222,0.5
28,612.2333333333332,53.77244444444444,0.5
29,642.3333333333334,50.694,0.5
30,707.7333333333332,45.706,0.5
31,707.9333333333334,52.870222222222225,0.5
32,675.0333333333333,48.39266666666667,0.5
33,843.8666666666667,54.297555555555554,0.5
34,1281.8333333333333,94.16533333333334,0.5
35,775.2000000000002,68.98533333333334,0.5
36,1289.1,87.70911111111111,0.5
37,778.2333333333335,110.86311111111111,0.5
38,1011.4333333333334,115.442,0.6000000000000001
39,1079.4333333333334,130.31466666666668,0.5
40,975.0,111.14222222222224,0.5
41,712.9,116.70933333333335,0.5
42,877.7666666666668,148.5688888888889,0.5
43,883.7666666666668,155.97533333333334,0.5666666666666668
44,1081.5333333333333,162.11622222222223,0.5
