generation,best_fitness,mean_fitness,min_fitness
0,103.53333333333335,4.190444444444444,0.0
1,36.733333333333334,3.011111111111111,0.0
2,238.9,4.137333333333332,0.0
3,141.5,4.736888888888889,0.0
4,178.5666666666667,6.407111111111111,0.0
5,1046.1333333333334,17.958444444444442,0.0
6,269.2,11.914666666666665,0.0
7,513.9333333333333,14.956444444444445,0.0
8,474.3,17.084888888888887,0.0
9,780.2333333333332,22.429333333333332,0.0
10,744.8333333333334,22.213333333333335,0.0
11,480.8666666666666,17.205999999999996,0.0
12,2418.3333333333335,44.59488888888889,0.0
13,1179.9999999999998,35.839555555555556,0.0
14,1385.5,37.363777777777784,0.0
15,1812.8666666666668,51.468444444444444,0.0
16,1800.9333333333334,67.95288888888889,0.0
17,3811.866666666667,67.15866666666668,0.0
18,8682.133333333333,129.67088888888887,0.0
19,8043.233333333334,145.77555555555554,0.0
