generation,best_fitness,mean_fitness,min_fitness
0,67.16666666666667,10.672,0.5
1,78.53333333333335,9.870444444444445,0.5
2,70.16666666666667,12.397333333333332,0.5
3,43.4,9.382444444444443,0.5
4,76.76666666666667,12.634666666666668,0.5
5,77.2,13.362444444444446,0.5
6,78.89999999999999,11.799333333333333,0.5
7,77.93333333333334,11.819333333333335,0.5
8,43.4,12.099555555555556,0.5
9,70.89999999999999,12.187111111111111,0.5
10,100.89999999999998,12.06888888888889,0.5
11,76.8,13.228000000000002,0.5
12,283.3,13.53577777777778,0.5
13,143.26666666666665,12.667111111111112,0.5
14,142.06666666666666,12.370000000000001,0.5
15,108.0,12.939333333333334,0.5
16,111.73333333333333,11.99488888888889,0.5
17,76.8,13.831777777777775,0.5
18,135.76666666666665,11.793111111111111,0.5
19,139.33333333333334,14.327333333333335,0.5
20,141.03333333333333,13.381333333333332,0.5
21,108.3,13.06111111111111,0.5
22,140.56666666666666,14.383333333333333,0.5666666666666668
23,78.26666666666667,13.868444444444446,0.5
24,109.13333333333333,14.348444444444443,0.5
25,77.39999999999999,10.778,0.5
26,80.89999999999999,13.280666666666667,0.5
27,77.76666666666667,13.812666666666667,0.5
28,103.7,15.41777777777778,0.5
29,77.46666666666667,15.502222222222223,0.5
30,102.43333333333334,14.713999999999999,0.5
31,75.66666666666667,14.293555555555555,0.5
32,76.76666666666667,13.700444444444445,0.5
33,72.73333333333333,13.26888888888889,0.5
34,73.23333333333333,12.677777777777777,0.5
35,74.66666666666667,15.667333333333335,0.5
36,105.13333333333333,15.028222222222224,0.5
37,77.23333333333333,14.840444444444444,0.5
38,143.03333333333333,16.973777777777777,0.5
39,74.73333333333333,13.160666666666666,0.5
40,43.4,11.209777777777777,0.5
41,44.833333333333336,12.216666666666667,0.5
42,71.10000000000001,11.576888888888888,0.5
43,67.86666666666667,13.102666666666668,0.5
44,108.8,12.959333333333332,0.5
45,76.73333333333333,12.460666666666668,0.5
46,111.8,16.146444444444445,0.5
47,176.9,14.745333333333335,0.5
48,79.2,14.251333333333331,0.5
49,140.86666666666667,13.708666666666668,0.5
50,44.13333333333333,12.236666666666666,0.5
51,82.26666666666667,12.990000000000002,0.5
52,112.09999999999998,14.693111111111111,0.5
53,104.26666666666667,14.783111111111108,0.5
54,109.60000000000001,13.363333333333333,0.5
55,105.36666666666667,14.405333333333331,0.5
56,74.93333333333334,11.910222222222224,0.5
57,82.16666666666667,15.638222222222224,0.5
58,76.60000000000001,14.149777777777775,0.5
59,78.2,16.084444444444447,0.5
60,207.20000000000002,14.972000000000001,0.5
61,79.03333333333333,12.213777777777779,0.5
62,109.8,15.20977777777778,0.5
63,147.03333333333333,15.082444444444445,0.5
64,105.56666666666666,14.79488888888889,0.5
65,141.76666666666668,14.971111111111114,0.5
