generation,best_fitness,mean_fitness,min_fitness
0,180.36666666666667,12.121555555555558,0.5
1,235.80000000000004,12.96088888888889,0.5
2,141.4333333333333,12.008444444444445,0.5
3,201.79999999999998,13.109333333333334,0.5
4,205.19999999999996,15.219333333333331,0.5
5,472.8666666666666,18.27577777777778,0.5
6,746.5,23.028000000000002,0.5
7,406.1333333333334,23.426666666666666,0.5
8,507.4666666666667,28.43577777777778,0.5
9,476.73333333333335,25.83511111111111,0.5
10,541.3333333333334,23.689777777777774,0.5
11,1047.8666666666668,46.94844444444444,0.5
12,844.5333333333333,43.26133333333333,0.5
13,576.1666666666666,39.31622222222222,0.5
