generation,best_fitness,mean_fitness,min_fitness
0,36.733333333333334,1.2235555555555553,0.0
1,73.39999999999999,2.204444444444444,0.0
2,104.0,2.3671111111111105,0.0
3,145.06666666666666,3.318888888888889,0.0
4,135.56666666666666,4.222666666666666,0.0
5,270.2,7.28111111111111,0.0
6,302.8,7.026000000000001,0.0
7,437.26666666666665,11.459333333333333,0.0
8,206.36666666666667,13.740888888888891,0.0
9,897.8666666666667,16.21088888888889,0.0
10,369.2,15.408,0.0
11,894.8000000000001,23.933777777777777,0.0
12,547.3000000000001,15.62488888888889,0.0
13,815.1999999999999,17.903111111111116,0.0
14,729.6999999999999,22.427999999999997,0.0
15,235.4,9.184444444444443,0.0
16,887.6333333333333,19.11088888888889,0.0
17,269.43333333333334,13.391555555555556,0.0
18,211.1,13.944666666666665,0.0
19,336.59999999999997,19.93777777777778,0.0
20,407.5,22.032444444444444,0.0
21,673.5333333333333,23.184,0.0
22,1015.8000000000001,31.09711111111111,0.0
23,1805.6000000000001,41.45511111111111,0.0
24,1671.6000000000001,52.61044444444445,0.0
25,1895.0,59.7871111111111,0.0
26,3490.6666666666665,57.123555555555555,0.0
27,2888.0,67.18044444444443,0.0
28,2294.0,58.967555555555556,0.0
29,2430.7000000000003,95.25911111111111,0.0
30,1432.2666666666667,55.78644444444445,0.0
31,1683.3333333333333,83.45755555555557,0.0
32,2232.6666666666665,89.45355555555555,0.0
33,1870.0333333333335,119.1388888888889,0.0
34,1988.3,115.63111111111112,0.0
35,2567.3333333333335,110.9928888888889,0.0
36,2354.6666666666665,93.4831111111111,0.0
37,1742.6666666666667,111.99244444444443,0.0
38,2325.3333333333335,108.78955555555557,0.0
39,1807.3,110.58133333333332,0.0
40,1892.8999999999999,136.37822222222223,0.0
41,1582.1333333333332,122.29777777777777,0.0
42,2477.3333333333335,126.8591111111111,0.0
43,2345.3333333333335,123.88199999999999,0.0
44,1868.1333333333332,121.07733333333334,0.0
45,2661.3333333333335,174.1406666666667,0.0
46,2770.6666666666665,168.43911111111112,0.0
47,1884.6666666666667,142.12933333333334,0.0
48,2058.0,157.3431111111111,0.0
49,1349.5666666666666,185.56755555555554,0.0
50,2922.6666666666665,173.12066666666666,0.0
51,2505.3333333333335,182.67511111111114,0.0
52,2399.3333333333335,203.8188888888889,0.0
53,2925.3333333333335,209.27022222222223,0.0
54,1561.3333333333333,188.432,0.0
55,3123.3333333333335,163.17644444444446,0.0
56,2296.0,205.25866666666667,0.0
57,2269.3333333333335,198.13555555555558,0.0
58,2785.3333333333335,207.92,0.0
59,2414.0,220.26200000000003,0.0
60,1976.6000000000001,261.20244444444444,0.0
61,2430.6666666666665,270.75644444444447,0.0
62,3047.566666666667,274.46688888888895,0.0
63,2916.0,259.71666666666664,0.0
64,3574.6666666666665,280.65822222222215,0.0
65,2155.233333333333,226.57644444444443,0.0
