generation,best_fitness,mean_fitness,min_fitness
0,75.10000000000001,9.92288888888889,0.5
1,81.23333333333333,12.28888888888889,0.5
2,108.5,13.798444444444446,0.5
3,44.26666666666667,12.011777777777779,0.5
4,73.83333333333333,10.746888888888888,0.5
5,77.3,13.539777777777777,0.5
6,74.46666666666667,12.423111111111112,0.5
7,79.3,12.394,0.5
8,104.36666666666667,13.901555555555554,0.5
9,77.0,15.646888888888888,0.5
10,71.2,11.698222222222222,0.5
11,100.90000000000002,13.242444444444445,0.5
12,101.5,13.013333333333332,0.5
13,105.66666666666667,14.946,0.5
14,140.4,13.820222222222222,0.5
15,44.9,12.012,0.5
16,77.13333333333334,12.948666666666668,0.5
17,75.2,13.43488888888889,0.5
18,79.7,13.682444444444446,0.5
19,104.39999999999999,11.594666666666669,0.5
20,76.10000000000001,13.191333333333334,0.5
21,75.2,12.962444444444444,0.5
22,76.76666666666667,13.240666666666668,0.5666666666666668
23,74.53333333333333,12.773777777777777,0.5
24,140.0,15.046666666666667,0.5
25,106.53333333333335,15.313333333333333,0.5
26,106.03333333333335,13.84488888888889,0.5
27,111.66666666666667,12.353333333333333,0.5
28,81.43333333333334,14.860888888888889,0.5
29,81.10000000000001,15.047777777777776,0.5
30,74.86666666666666,15.36888888888889,0.5
31,108.86666666666667,13.100222222222222,0.5
32,77.8,13.490888888888888,0.5
33,107.7,15.52222222222222,0.5
34,111.76666666666667,15.155555555555553,0.6000000000000001
35,138.86666666666667,18.63688888888889,0.5
36,76.46666666666667,13.065777777777777,0.5
37,77.39999999999999,14.711111111111114,0.5
38,111.86666666666666,18.515555555555558,0.5
39,147.86666666666667,16.996222222222222,0.5
40,78.46666666666667,16.200222222222223,0.6
41,113.5,15.674666666666665,0.5
42,78.13333333333334,17.837999999999997,0.6000000000000001
43,143.23333333333332,17.400666666666666,0.5
44,80.8,16.27688888888889,0.5
45,77.8,14.223111111111109,0.5
46,135.20000000000002,17.860444444444443,0.5
47,107.06666666666666,17.180222222222223,0.5
48,106.2,16.08977777777778,0.9
49,140.66666666666666,16.179777777777776,0.9
50,111.76666666666667,18.362000000000002,0.5
51,140.73333333333335,15.777111111111111,0.6333333333333334
52,107.36666666666667,14.510888888888891,0.5666666666666668
53,106.06666666666666,17.628666666666668,0.5
54,141.9333333333333,15.434,0.5
55,207.76666666666665,17.28377777777778,0.5333333333333333
56,240.13333333333335,17.628,0.5
57,112.23333333333333,17.962,0.5
58,78.2,17.729333333333333,0.9
59,78.03333333333333,13.322666666666667,0.5
60,79.86666666666666,16.117333333333335,0.8000000000000002
61,77.89999999999999,15.881333333333332,0.6000000000000001
62,145.20000000000002,19.816444444444443,0.6000000000000001
63,116.0,18.873333333333335,0.5
64,149.0,17.13866666666667,0.9
65,146.66666666666666,17.92822222222222,0.5
66,106.7,18.314666666666664,0.5
67,110.83333333333333,20.115999999999996,0.5
68,209.20000000000002,23.187333333333335,0.9
69,141.9,18.97066666666667,0.5333333333333333
70,103.23333333333333,19.373111111111115,0.5
71,141.36666666666665,20.374444444444443,0.6000000000000001
72,111.93333333333334,16.232222222222223,0.5
73,111.33333333333333,17.649555555555555,0.5666666666666668
74,112.3,17.118222222222222,0.5
75,110.76666666666665,16.267555555555553,0.9
76,174.03333333333333,19.954888888888892,0.5
77,143.4,20.997333333333334,0.5
78,110.76666666666665,16.14911111111111,0.5
79,82.56666666666666,20.44888888888889,0.8666666666666667
80,180.36666666666667,21.808222222222224,0.5
81,175.23333333333335,23.79311111111111,0.8000000000000002
82,113.56666666666666,21.644,0.5
83,116.8,22.731333333333332,0.9
84,108.86666666666667,22.42711111111111,0.5
85,141.53333333333333,23.483333333333334,0.5666666666666668
86,141.9,22.94977777777778,0.5
87,144.6,23.669333333333334,0.9
88,148.79999999999998,23.857333333333337,0.5
89,144.6,19.526,0.5
90,142.13333333333333,22.447555555555553,0.9
91,140.79999999999998,19.777555555555555,0.9
92,118.26666666666665,19.64911111111111,0.6333333333333333
93,145.76666666666665,18.57155555555556,0.5
94,142.73333333333332,19.266666666666666,0.6000000000000001
95,147.1,21.028888888888886,0.7666666666666666
96,108.66666666666667,16.86777777777778,0.9
97,146.3,25.614,0.5
98,177.6,28.979555555555557,0.6000000000000001
99,116.63333333333333,20.384000000000004,0.5
